,date,stock_id,deal_price,volume,Time,TickType
1513,2021-06-21,1504,34.85,1,12:14:51.019,2
1514,2021-06-21,1504,34.9,3,12:14:51.173,1
1515,2021-06-21,1504,34.9,1,12:14:51.200,1
1516,2021-06-21,1504,34.9,4,12:14:51.440,2
1517,2021-06-21,1504,34.9,1,12:14:51.482,0
1518,2021-06-21,1504,34.95,1,12:14:51.498,1
1519,2021-06-21,1504,34.85,1,12:14:52.011,2
1520,2021-06-21,1504,34.9,2,12:14:52.030,1
1521,2021-06-21,1504,34.95,2,12:14:52.386,1
1522,2021-06-21,1504,34.9,3,12:14:52.726,2
1523,2021-06-21,1504,34.9,10,12:14:52.754,0
1524,2021-06-21,1504,34.85,2,12:14:52.889,2
1525,2021-06-21,1504,34.9,1,12:14:52.926,1
1526,2021-06-21,1504,34.95,1,12:14:53.204,1
1527,2021-06-21,1504,34.9,1,12:14:53.511,2
1528,2021-06-21,1504,34.95,1,12:14:53.530,1
1529,2021-06-21,1504,34.9,1,12:14:53.741,2
1530,2021-06-21,1504,34.95,3,12:14:54.029,1
1531,2021-06-21,1504,34.95,1,12:14:54.527,1
1532,2021-06-21,1504,34.9,1,12:14:54.841,2
1533,2021-06-21,1504,34.95,1,12:14:54.953,1
1534,2021-06-21,1504,34.95,1,12:14:55.581,1
1535,2021-06-21,1504,34.9,5,12:14:55.895,2
1536,2021-06-21,1504,34.9,1,12:14:56.076,2
1537,2021-06-21,1504,34.9,5,12:14:56.164,2
1538,2021-06-21,1504,34.95,1,12:14:56.188,1
1539,2021-06-21,1504,34.95,1,12:14:56.196,1
1540,2021-06-21,1504,34.9,39,12:14:56.288,2
1541,2021-06-21,1504,34.95,1,12:14:56.296,1
1542,2021-06-21,1504,34.95,4,12:14:56.752,1
1543,2021-06-21,1504,34.9,1,12:14:56.926,2
1544,2021-06-21,1504,34.9,1,12:14:57.021,1
1545,2021-06-21,1504,34.9,2,12:14:57.060,0
1546,2021-06-21,1504,34.85,1,12:14:57.071,2
1547,2021-06-21,1504,34.95,1,12:14:57.082,1
1548,2021-06-21,1504,34.95,1,12:14:57.221,1
1549,2021-06-21,1504,34.95,1,12:14:57.541,1
1550,2021-06-21,1504,34.85,1,12:14:57.552,2
1551,2021-06-21,1504,34.85,2,12:14:57.568,2
1552,2021-06-21,1504,34.9,1,12:14:57.730,1
1553,2021-06-21,1504,34.9,1,12:14:57.805,1
1554,2021-06-21,1504,34.9,1,12:14:57.925,1
1555,2021-06-21,1504,34.9,2,12:14:58.060,1
1556,2021-06-21,1504,34.9,5,12:14:58.363,1
1557,2021-06-21,1504,34.9,2,12:14:58.505,0
1558,2021-06-21,1504,34.9,1,12:14:58.613,1
1559,2021-06-21,1504,34.9,1,12:14:59.225,1
1560,2021-06-21,1504,34.9,1,12:14:59.270,1
1561,2021-06-21,1504,34.9,2,12:14:59.321,1
1562,2021-06-21,1504,34.9,2,12:14:59.366,1
1563,2021-06-21,1504,34.9,1,12:14:59.538,1
1564,2021-06-21,1504,34.9,5,12:14:59.919,1
1565,2021-06-21,1504,34.9,5,12:14:59.924,1
1566,2021-06-21,1504,34.9,1,12:15:00.272,1
1567,2021-06-21,1504,34.85,8,12:15:00.386,2
1568,2021-06-21,1504,34.9,2,12:15:00.524,1
1569,2021-06-21,1504,34.9,2,12:15:00.618,1
1570,2021-06-21,1504,34.85,1,12:15:00.671,2
1571,2021-06-21,1504,34.9,1,12:15:00.738,1
1572,2021-06-21,1504,34.9,30,12:15:01.000,1
1573,2021-06-21,1504,34.85,1,12:15:01.360,2
1574,2021-06-21,1504,34.9,2,12:15:01.383,1
1575,2021-06-21,1504,34.9,2,12:15:01.403,1
1576,2021-06-21,1504,34.9,1,12:15:01.492,0
1577,2021-06-21,1504,34.95,10,12:15:01.526,1
1578,2021-06-21,1504,34.95,1,12:15:02.149,1
1579,2021-06-21,1504,34.95,1,12:15:02.206,1
1580,2021-06-21,1504,35.0,26,12:15:02.239,1
1581,2021-06-21,1504,34.9,1,12:15:02.268,2
1582,2021-06-21,1504,34.9,4,12:15:02.273,2
1583,2021-06-21,1504,35.0,2,12:15:02.610,1
1584,2021-06-21,1504,35.0,2,12:15:02.636,1
1585,2021-06-21,1504,34.85,1,12:15:02.671,2
1586,2021-06-21,1504,35.0,2,12:15:02.703,1
1587,2021-06-21,1504,34.95,1,12:15:03.066,2
1588,2021-06-21,1504,34.9,1,12:15:03.278,2
1589,2021-06-21,1504,34.95,5,12:15:03.538,1
1590,2021-06-21,1504,34.95,1,12:15:03.628,1
1591,2021-06-21,1504,34.95,10,12:15:03.822,1
1592,2021-06-21,1504,34.95,2,12:15:03.975,1
1593,2021-06-21,1504,34.95,3,12:15:04.274,1
1594,2021-06-21,1504,34.95,2,12:15:04.487,1
1595,2021-06-21,1504,34.95,1,12:15:04.494,1
1596,2021-06-21,1504,34.95,1,12:15:04.616,1
1597,2021-06-21,1504,34.95,2,12:15:04.783,1
1598,2021-06-21,1504,34.95,1,12:15:04.983,1
1599,2021-06-21,1504,34.95,1,12:15:05.105,1
1600,2021-06-21,1504,34.95,1,12:15:05.129,1
1601,2021-06-21,1504,34.95,1,12:15:05.352,1
1602,2021-06-21,1504,34.95,2,12:15:05.484,1
1603,2021-06-21,1504,34.95,1,12:15:05.508,1
1604,2021-06-21,1504,34.95,1,12:15:05.735,1
1605,2021-06-21,1504,34.95,1,12:15:05.745,0
1606,2021-06-21,1504,34.95,2,12:15:05.950,1
1607,2021-06-21,1504,34.95,1,12:15:06.490,1
1608,2021-06-21,1504,34.9,1,12:15:06.823,2
1609,2021-06-21,1504,34.95,1,12:15:07.298,1
1610,2021-06-21,1504,34.9,2,12:15:07.403,2
1611,2021-06-21,1504,34.9,17,12:15:07.488,1
1612,2021-06-21,1504,34.9,1,12:15:07.509,1
1613,2021-06-21,1504,34.9,1,12:15:07.584,1
1614,2021-06-21,1504,34.9,1,12:15:07.729,1
1615,2021-06-21,1504,34.9,1,12:15:07.781,1
1616,2021-06-21,1504,34.9,5,12:15:08.050,1
1617,2021-06-21,1504,34.9,3,12:15:08.052,1
1618,2021-06-21,1504,34.9,1,12:15:08.212,0
1619,2021-06-21,1504,34.95,10,12:15:08.317,1
1620,2021-06-21,1504,34.95,1,12:15:08.394,1
1621,2021-06-21,1504,34.9,2,12:15:08.496,2
1622,2021-06-21,1504,34.9,2,12:15:08.499,1
1623,2021-06-21,1504,34.95,1,12:15:08.728,1
1624,2021-06-21,1504,34.95,2,12:15:08.777,1
1625,2021-06-21,1504,34.9,1,12:15:08.933,2
1626,2021-06-21,1504,34.9,1,12:15:09.165,1
1627,2021-06-21,1504,34.85,5,12:15:09.246,2
1628,2021-06-21,1504,34.9,1,12:15:09.262,1
1629,2021-06-21,1504,34.9,1,12:15:09.446,1
1630,2021-06-21,1504,34.9,1,12:15:09.501,1
1631,2021-06-21,1504,34.9,4,12:15:09.510,1
1632,2021-06-21,1504,34.9,1,12:15:09.651,1
1633,2021-06-21,1504,34.85,2,12:15:09.815,2
1634,2021-06-21,1504,34.9,10,12:15:09.890,1
1635,2021-06-21,1504,34.9,1,12:15:10.109,1
1636,2021-06-21,1504,34.9,1,12:15:10.472,1
1637,2021-06-21,1504,34.85,4,12:15:10.558,2
1638,2021-06-21,1504,34.9,1,12:15:10.716,1
1639,2021-06-21,1504,34.9,1,12:15:10.826,1
1640,2021-06-21,1504,34.9,1,12:15:11.133,1
1641,2021-06-21,1504,34.85,2,12:15:11.252,2
1642,2021-06-21,1504,34.9,2,12:15:11.366,1
1643,2021-06-21,1504,34.85,1,12:15:11.430,2
1644,2021-06-21,1504,34.9,1,12:15:11.551,1
1645,2021-06-21,1504,34.9,3,12:15:11.634,1
1646,2021-06-21,1504,34.9,2,12:15:11.841,1
1647,2021-06-21,1504,34.85,2,12:15:11.953,2
1648,2021-06-21,1504,34.85,5,12:15:12.006,2
1649,2021-06-21,1504,34.85,1,12:15:12.247,2
1650,2021-06-21,1504,34.85,14,12:15:12.339,0
1651,2021-06-21,1504,34.9,1,12:15:12.396,1
1652,2021-06-21,1504,34.8,2,12:15:12.397,2
1653,2021-06-21,1504,34.9,1,12:15:12.566,1
1654,2021-06-21,1504,34.9,1,12:15:12.590,1
1655,2021-06-21,1504,34.9,1,12:15:12.631,1
1656,2021-06-21,1504,34.8,2,12:15:12.675,2
1657,2021-06-21,1504,34.9,1,12:15:12.794,1
1658,2021-06-21,1504,34.9,1,12:15:12.815,1
1659,2021-06-21,1504,34.9,5,12:15:12.956,1
1660,2021-06-21,1504,34.9,1,12:15:13.339,1
1661,2021-06-21,1504,34.85,1,12:15:13.554,2
1662,2021-06-21,1504,34.9,1,12:15:13.595,1
1663,2021-06-21,1504,34.9,2,12:15:13.603,1
1664,2021-06-21,1504,34.9,3,12:15:13.667,1
1665,2021-06-21,1504,34.9,1,12:15:13.777,1
1666,2021-06-21,1504,34.85,2,12:15:14.083,2
1667,2021-06-21,1504,34.8,3,12:15:14.345,2
1668,2021-06-21,1504,34.85,1,12:15:14.542,1
1669,2021-06-21,1504,34.85,1,12:15:14.611,1
1670,2021-06-21,1504,34.85,2,12:15:14.622,1
1671,2021-06-21,1504,34.85,1,12:15:15.022,1
1672,2021-06-21,1504,34.8,2,12:15:15.555,2
1673,2021-06-21,1504,34.85,1,12:15:15.911,1
1674,2021-06-21,1504,34.85,5,12:15:16.086,1
1675,2021-06-21,1504,34.85,1,12:15:16.268,1
1676,2021-06-21,1504,34.85,1,12:15:16.318,1
1677,2021-06-21,1504,34.85,1,12:15:16.536,1
1678,2021-06-21,1504,34.8,2,12:15:17.128,2
1679,2021-06-21,1504,34.8,24,12:15:17.155,0
1680,2021-06-21,1504,34.8,1,12:15:17.287,1
1681,2021-06-21,1504,34.75,30,12:15:17.310,2
1682,2021-06-21,1504,34.75,11,12:15:17.342,0
1683,2021-06-21,1504,34.7,1,12:15:17.715,2
1684,2021-06-21,1504,34.7,37,12:15:17.743,0
1685,2021-06-21,1504,34.8,1,12:15:17.797,1
1686,2021-06-21,1504,34.8,1,12:15:18.324,1
1687,2021-06-21,1504,34.8,2,12:15:18.685,1
1688,2021-06-21,1504,34.75,1,12:15:19.818,2
1689,2021-06-21,1504,34.75,1,12:15:19.821,1
1690,2021-06-21,1504,34.75,1,12:15:19.902,0
1691,2021-06-21,1504,34.7,2,12:15:20.045,2
1692,2021-06-21,1504,34.75,1,12:15:20.232,1
1693,2021-06-21,1504,34.7,5,12:15:20.300,2
1694,2021-06-21,1504,34.75,1,12:15:20.329,1
1695,2021-06-21,1504,34.75,5,12:15:20.416,1
1696,2021-06-21,1504,34.75,5,12:15:20.432,1
1697,2021-06-21,1504,34.65,2,12:15:20.503,2
1698,2021-06-21,1504,34.65,15,12:15:20.593,2
1699,2021-06-21,1504,34.65,1,12:15:20.738,2
1700,2021-06-21,1504,34.75,3,12:15:21.075,1
1701,2021-06-21,1504,34.7,1,12:15:22.017,2
1702,2021-06-21,1504,34.7,5,12:15:22.259,2
1703,2021-06-21,1504,34.7,9,12:15:22.303,2
1704,2021-06-21,1504,34.7,5,12:15:22.344,0
1705,2021-06-21,1504,34.7,1,12:15:22.767,0
1706,2021-06-21,1504,34.75,1,12:15:23.054,1
1707,2021-06-21,1504,34.65,2,12:15:23.150,2
1708,2021-06-21,1504,34.75,1,12:15:23.180,1
1709,2021-06-21,1504,34.65,2,12:15:23.276,2
1710,2021-06-21,1504,34.75,1,12:15:23.330,1
1711,2021-06-21,1504,34.7,2,12:15:23.766,2
1712,2021-06-21,1504,34.65,39,12:15:23.799,2
1713,2021-06-21,1504,34.75,1,12:15:23.995,1
1714,2021-06-21,1504,34.7,1,12:15:24.216,2
1715,2021-06-21,1504,34.7,1,12:15:24.273,0
1716,2021-06-21,1504,34.75,5,12:15:24.363,1
1717,2021-06-21,1504,34.75,10,12:15:24.375,1
1718,2021-06-21,1504,34.65,1,12:15:24.548,2
1719,2021-06-21,1504,34.75,1,12:15:24.552,1
1720,2021-06-21,1504,34.75,1,12:15:24.753,1
1721,2021-06-21,1504,34.75,2,12:15:24.768,1
1722,2021-06-21,1504,34.7,1,12:15:24.824,2
1723,2021-06-21,1504,34.65,3,12:15:25.303,2
1724,2021-06-21,1504,34.7,3,12:15:25.462,1
1725,2021-06-21,1504,34.7,1,12:15:25.650,1
1726,2021-06-21,1504,34.7,1,12:15:25.888,1
1727,2021-06-21,1504,34.75,1,12:15:25.910,1
1728,2021-06-21,1504,34.75,1,12:15:26.193,1
1729,2021-06-21,1504,34.75,2,12:15:26.913,1
1730,2021-06-21,1504,34.75,1,12:15:26.986,0
1731,2021-06-21,1504,34.6,10,12:15:27.164,2
1732,2021-06-21,1504,34.7,1,12:15:27.667,1
1733,2021-06-21,1504,34.7,2,12:15:27.711,1
1734,2021-06-21,1504,34.7,3,12:15:28.308,1
1735,2021-06-21,1504,34.7,6,12:15:28.349,1
1736,2021-06-21,1504,34.7,2,12:15:29.581,1
1737,2021-06-21,1504,34.65,40,12:15:30.321,2
1738,2021-06-21,1504,34.65,10,12:15:30.358,0
1739,2021-06-21,1504,34.65,1,12:15:31.631,1
1740,2021-06-21,1504,34.6,1,12:15:32.147,2
1741,2021-06-21,1504,34.6,1,12:15:32.189,2
1742,2021-06-21,1504,34.65,5,12:15:32.345,1
1743,2021-06-21,1504,34.6,2,12:15:32.416,2
1744,2021-06-21,1504,34.65,3,12:15:32.730,1
1745,2021-06-21,1504,34.65,1,12:15:32.801,1
1746,2021-06-21,1504,34.65,1,12:15:32.860,1
1747,2021-06-21,1504,34.65,1,12:15:33.011,1
1748,2021-06-21,1504,34.65,1,12:15:33.289,1
1749,2021-06-21,1504,34.6,1,12:15:33.446,2
1750,2021-06-21,1504,34.65,1,12:15:33.612,1
1751,2021-06-21,1504,34.65,1,12:15:33.767,1
1752,2021-06-21,1504,34.6,1,12:15:33.797,2
1753,2021-06-21,1504,34.6,1,12:15:33.931,2
1754,2021-06-21,1504,34.65,1,12:15:34.228,1
1755,2021-06-21,1504,34.65,5,12:15:34.308,1
1756,2021-06-21,1504,34.65,1,12:15:34.698,1
1757,2021-06-21,1504,34.6,1,12:15:34.723,2
1758,2021-06-21,1504,34.65,5,12:15:35.073,1
1759,2021-06-21,1504,34.65,3,12:15:35.131,1
1760,2021-06-21,1504,34.55,4,12:15:35.162,2
1761,2021-06-21,1504,34.55,6,12:15:35.190,0
1762,2021-06-21,1504,34.65,1,12:15:35.198,1
1763,2021-06-21,1504,34.65,1,12:15:35.224,1
1764,2021-06-21,1504,34.6,2,12:15:35.444,2
1765,2021-06-21,1504,34.6,5,12:15:36.024,0
1766,2021-06-21,1504,34.5,4,12:15:36.411,2
1767,2021-06-21,1504,34.65,1,12:15:36.426,1
1768,2021-06-21,1504,34.5,10,12:15:36.536,2
1769,2021-06-21,1504,34.5,4,12:15:36.543,2
1770,2021-06-21,1504,34.5,18,12:15:36.560,0
1771,2021-06-21,1504,34.6,3,12:15:36.903,1
1772,2021-06-21,1504,34.65,1,12:15:37.439,1
1773,2021-06-21,1504,34.65,2,12:15:37.555,1
1774,2021-06-21,1504,34.6,2,12:15:38.007,2
1775,2021-06-21,1504,34.65,1,12:15:38.240,1
1776,2021-06-21,1504,34.6,2,12:15:38.243,2
1777,2021-06-21,1504,34.65,2,12:15:38.361,1
1778,2021-06-21,1504,34.65,1,12:15:38.528,1
1779,2021-06-21,1504,34.6,1,12:15:38.775,2
1780,2021-06-21,1504,34.65,1,12:15:38.793,1
1781,2021-06-21,1504,34.55,2,12:15:38.968,2
1782,2021-06-21,1504,34.65,1,12:15:39.122,1
1783,2021-06-21,1504,34.65,2,12:15:39.444,1
1784,2021-06-21,1504,34.65,2,12:15:39.838,1
1785,2021-06-21,1504,34.6,1,12:15:41.216,2
1786,2021-06-21,1504,34.55,2,12:15:41.308,2
1787,2021-06-21,1504,34.55,1,12:15:41.388,0
1788,2021-06-21,1504,34.65,4,12:15:41.778,1
1789,2021-06-21,1504,34.65,5,12:15:42.004,1
1790,2021-06-21,1504,34.5,5,12:15:42.372,2
1791,2021-06-21,1504,34.5,1,12:15:42.440,2
1792,2021-06-21,1504,34.65,3,12:15:42.741,1
1793,2021-06-21,1504,34.65,1,12:15:42.792,1
1794,2021-06-21,1504,34.6,20,12:15:42.992,2
1795,2021-06-21,1504,34.5,3,12:15:43.336,2
1796,2021-06-21,1504,34.6,1,12:15:45.080,1
1797,2021-06-21,1504,34.6,1,12:15:45.376,1
1798,2021-06-21,1504,34.6,1,12:15:45.664,1
1799,2021-06-21,1504,34.6,1,12:15:45.744,1
1800,2021-06-21,1504,34.6,1,12:15:45.789,0
1801,2021-06-21,1504,34.6,1,12:15:46.074,0
1802,2021-06-21,1504,34.5,2,12:15:46.078,2
1803,2021-06-21,1504,34.5,4,12:15:46.105,0
1804,2021-06-21,1504,34.55,2,12:15:46.290,1
1805,2021-06-21,1504,34.6,1,12:15:47.216,1
1806,2021-06-21,1504,34.6,2,12:15:47.910,1
1807,2021-06-21,1504,34.6,1,12:15:47.974,1
1808,2021-06-21,1504,34.6,2,12:15:48.296,1
1809,2021-06-21,1504,34.6,10,12:15:48.449,1
1810,2021-06-21,1504,34.6,1,12:15:50.004,1
1811,2021-06-21,1504,34.6,1,12:15:50.483,1
1812,2021-06-21,1504,34.6,1,12:15:50.630,1
1813,2021-06-21,1504,34.6,1,12:15:50.733,1
1814,2021-06-21,1504,34.55,4,12:15:51.025,2
1815,2021-06-21,1504,34.55,9,12:15:51.048,0
1816,2021-06-21,1504,34.6,1,12:15:51.080,1
1817,2021-06-21,1504,34.55,1,12:15:51.571,2
1818,2021-06-21,1504,34.6,5,12:15:52.204,1
1819,2021-06-21,1504,34.6,3,12:15:52.444,1
1820,2021-06-21,1504,34.6,1,12:15:52.569,1
1821,2021-06-21,1504,34.6,1,12:15:53.289,1
1822,2021-06-21,1504,34.6,1,12:15:53.394,1
1823,2021-06-21,1504,34.6,1,12:15:54.318,1
1824,2021-06-21,1504,34.6,5,12:15:54.497,1
1825,2021-06-21,1504,34.6,5,12:15:54.620,1
1826,2021-06-21,1504,34.6,11,12:15:54.813,2
1827,2021-06-21,1504,34.6,1,12:15:55.347,2
1828,2021-06-21,1504,34.6,1,12:15:55.448,2
1829,2021-06-21,1504,34.6,1,12:15:55.624,2
1830,2021-06-21,1504,34.65,5,12:15:55.946,1
1831,2021-06-21,1504,34.6,1,12:15:56.081,2
1832,2021-06-21,1504,34.6,1,12:15:56.091,2
1833,2021-06-21,1504,34.65,2,12:15:57.147,1
1834,2021-06-21,1504,34.6,10,12:15:57.622,2
1835,2021-06-21,1504,34.6,27,12:15:57.654,0
1836,2021-06-21,1504,34.65,2,12:15:57.726,1
1837,2021-06-21,1504,34.65,6,12:15:57.971,1
1838,2021-06-21,1504,34.65,1,12:15:59.151,1
1839,2021-06-21,1504,34.6,2,12:15:59.765,2
1840,2021-06-21,1504,34.6,1,12:16:00.032,0
1841,2021-06-21,1504,34.6,1,12:16:00.788,2
1842,2021-06-21,1504,34.6,1,12:16:00.818,2
1843,2021-06-21,1504,34.6,2,12:16:00.904,0
1844,2021-06-21,1504,34.65,1,12:16:00.933,1
1845,2021-06-21,1504,34.65,1,12:16:01.813,1
1846,2021-06-21,1504,34.6,5,12:16:02.362,2
1847,2021-06-21,1504,34.6,10,12:16:02.566,2
1848,2021-06-21,1504,34.6,4,12:16:02.760,2
1849,2021-06-21,1504,34.65,2,12:16:03.081,1
1850,2021-06-21,1504,34.65,1,12:16:03.178,1
1851,2021-06-21,1504,34.65,1,12:16:03.860,1
1852,2021-06-21,1504,34.6,5,12:16:03.871,2
1853,2021-06-21,1504,34.6,4,12:16:03.904,0
1854,2021-06-21,1504,34.55,9,12:16:03.969,2
1855,2021-06-21,1504,34.6,1,12:16:04.417,1
1856,2021-06-21,1504,34.6,1,12:16:04.669,1
1857,2021-06-21,1504,34.55,1,12:16:05.010,2
1858,2021-06-21,1504,34.6,1,12:16:05.408,1
1859,2021-06-21,1504,34.6,1,12:16:05.559,1
1860,2021-06-21,1504,34.6,1,12:16:06.128,1
1861,2021-06-21,1504,34.6,1,12:16:06.708,1
1862,2021-06-21,1504,34.6,1,12:16:07.867,1
1863,2021-06-21,1504,34.6,10,12:16:08.977,1
1864,2021-06-21,1504,34.6,3,12:16:09.029,1
1865,2021-06-21,1504,34.6,1,12:16:09.338,1
1866,2021-06-21,1504,34.6,5,12:16:09.578,1
1867,2021-06-21,1504,34.55,1,12:16:10.624,2
1868,2021-06-21,1504,34.55,15,12:16:10.656,0
1869,2021-06-21,1504,34.55,1,12:16:10.871,2
1870,2021-06-21,1504,34.6,2,12:16:11.895,1
1871,2021-06-21,1504,34.6,3,12:16:12.066,1
1872,2021-06-21,1504,34.6,10,12:16:12.074,1
1873,2021-06-21,1504,34.6,1,12:16:12.096,1
1874,2021-06-21,1504,34.6,1,12:16:13.584,1
1875,2021-06-21,1504,34.55,4,12:16:13.785,2
1876,2021-06-21,1504,34.55,1,12:16:13.873,1
1877,2021-06-21,1504,34.55,1,12:16:14.224,1
1878,2021-06-21,1504,34.55,2,12:16:14.529,1
1879,2021-06-21,1504,34.55,1,12:16:14.602,1
1880,2021-06-21,1504,34.55,1,12:16:15.115,1
1881,2021-06-21,1504,34.55,1,12:16:15.858,1
1882,2021-06-21,1504,34.55,1,12:16:16.122,1
1883,2021-06-21,1504,34.55,1,12:16:17.470,1
1884,2021-06-21,1504,34.55,1,12:16:18.761,1
1885,2021-06-21,1504,34.55,10,12:16:19.170,1
1886,2021-06-21,1504,34.55,1,12:16:19.533,1
1887,2021-06-21,1504,34.5,1,12:16:19.685,2
1888,2021-06-21,1504,34.55,2,12:16:20.220,1
1889,2021-06-21,1504,34.55,1,12:16:20.779,1
1890,2021-06-21,1504,34.55,1,12:16:21.255,1
1891,2021-06-21,1504,34.55,1,12:16:21.257,1
1892,2021-06-21,1504,34.5,50,12:16:21.636,2
1893,2021-06-21,1504,34.5,15,12:16:21.657,0
1894,2021-06-21,1504,34.45,19,12:16:21.677,2
1895,2021-06-21,1504,34.4,1,12:16:21.698,2
1896,2021-06-21,1504,34.5,1,12:16:22.930,1
1897,2021-06-21,1504,34.5,1,12:16:23.552,0
1898,2021-06-21,1504,34.5,1,12:16:23.858,0
1899,2021-06-21,1504,34.5,1,12:16:24.236,1
1900,2021-06-21,1504,34.5,2,12:16:24.290,1
1901,2021-06-21,1504,34.45,1,12:16:24.908,2
1902,2021-06-21,1504,34.5,2,12:16:24.939,1
1903,2021-06-21,1504,34.5,1,12:16:26.685,1
1904,2021-06-21,1504,34.5,2,12:16:28.951,1
1905,2021-06-21,1504,34.5,3,12:16:29.025,1
1906,2021-06-21,1504,34.45,5,12:16:29.037,2
1907,2021-06-21,1504,34.5,2,12:16:29.107,1
1908,2021-06-21,1504,34.45,1,12:16:29.566,2
1909,2021-06-21,1504,34.45,1,12:16:31.180,2
1910,2021-06-21,1504,34.45,1,12:16:31.919,2
1911,2021-06-21,1504,34.45,16,12:16:32.535,1
1912,2021-06-21,1504,34.4,35,12:16:32.563,2
1913,2021-06-21,1504,34.45,1,12:16:32.901,1
1914,2021-06-21,1504,34.45,1,12:16:33.380,1
1915,2021-06-21,1504,34.45,1,12:16:33.917,1
1916,2021-06-21,1504,34.4,1,12:16:34.295,2
1917,2021-06-21,1504,34.4,2,12:16:35.301,1
1918,2021-06-21,1504,34.4,2,12:16:35.303,1
1919,2021-06-21,1504,34.4,1,12:16:35.357,1
1920,2021-06-21,1504,34.4,1,12:16:36.613,1
1921,2021-06-21,1504,34.4,4,12:16:36.977,1
1922,2021-06-21,1504,34.35,1,12:16:37.438,2
1923,2021-06-21,1504,34.4,1,12:16:38.365,1
1924,2021-06-21,1504,34.35,1,12:16:38.532,2
1925,2021-06-21,1504,34.4,1,12:16:38.926,1
1926,2021-06-21,1504,34.35,2,12:16:39.333,2
1927,2021-06-21,1504,34.35,5,12:16:40.577,2
1928,2021-06-21,1504,34.4,1,12:16:40.672,1
1929,2021-06-21,1504,34.4,5,12:16:40.759,1
1930,2021-06-21,1504,34.35,1,12:16:42.158,2
1931,2021-06-21,1504,34.4,2,12:16:43.111,1
1932,2021-06-21,1504,34.4,5,12:16:43.662,1
1933,2021-06-21,1504,34.3,23,12:16:43.796,2
1934,2021-06-21,1504,34.3,9,12:16:43.826,0
1935,2021-06-21,1504,34.25,3,12:16:44.337,2
1936,2021-06-21,1504,34.35,1,12:16:45.122,1
1937,2021-06-21,1504,34.25,2,12:16:46.497,2
1938,2021-06-21,1504,34.25,2,12:16:47.356,2
1939,2021-06-21,1504,34.35,1,12:16:50.075,1
1940,2021-06-21,1504,34.3,1,12:16:50.582,2
1941,2021-06-21,1504,34.25,7,12:16:50.611,2
1942,2021-06-21,1504,34.25,1,12:16:51.090,0
1943,2021-06-21,1504,34.4,7,12:16:51.420,1
1944,2021-06-21,1504,34.3,3,12:16:53.792,2
1945,2021-06-21,1504,34.35,1,12:16:54.369,1
1946,2021-06-21,1504,34.35,1,12:16:56.275,1
1947,2021-06-21,1504,34.3,1,12:16:57.776,2
1948,2021-06-21,1504,34.35,1,12:16:58.687,1
1949,2021-06-21,1504,34.35,1,12:16:59.341,1
1950,2021-06-21,1504,34.3,5,12:16:59.492,2
1951,2021-06-21,1504,34.3,17,12:16:59.517,0
1952,2021-06-21,1504,34.35,2,12:16:59.969,1
1953,2021-06-21,1504,34.35,1,12:17:00.211,1
1954,2021-06-21,1504,34.25,3,12:17:00.577,2
1955,2021-06-21,1504,34.35,5,12:17:00.791,1
1956,2021-06-21,1504,34.25,1,12:17:01.407,2
1957,2021-06-21,1504,34.3,10,12:17:01.500,1
1958,2021-06-21,1504,34.3,1,12:17:01.904,1
1959,2021-06-21,1504,34.3,2,12:17:02.175,1
1960,2021-06-21,1504,34.3,1,12:17:02.728,1
1961,2021-06-21,1504,34.3,4,12:17:02.910,1
1962,2021-06-21,1504,34.3,1,12:17:03.968,1
1963,2021-06-21,1504,34.3,1,12:17:04.726,1
1964,2021-06-21,1504,34.3,1,12:17:04.736,1
1965,2021-06-21,1504,34.35,3,12:17:05.466,1
1966,2021-06-21,1504,34.35,1,12:17:05.700,2
1967,2021-06-21,1504,34.35,6,12:17:05.717,0
1968,2021-06-21,1504,34.25,3,12:17:06.782,2
1969,2021-06-21,1504,34.3,2,12:17:09.938,1
1970,2021-06-21,1504,34.3,2,12:17:09.979,0
1971,2021-06-21,1504,34.3,3,12:17:11.093,0
1972,2021-06-21,1504,34.25,19,12:17:11.159,2
1973,2021-06-21,1504,34.2,1,12:17:12.240,2
1974,2021-06-21,1504,34.3,2,12:17:13.760,1
1975,2021-06-21,1504,34.25,2,12:17:15.334,2
1976,2021-06-21,1504,34.25,5,12:17:18.396,2
1977,2021-06-21,1504,34.25,2,12:17:19.667,1
1978,2021-06-21,1504,34.25,2,12:17:20.110,1
1979,2021-06-21,1504,34.2,1,12:17:20.380,2
1980,2021-06-21,1504,34.25,1,12:17:22.087,1
1981,2021-06-21,1504,34.25,1,12:17:22.477,1
1982,2021-06-21,1504,34.25,1,12:17:22.775,1
1983,2021-06-21,1504,34.25,1,12:17:22.802,1
1984,2021-06-21,1504,34.25,1,12:17:24.249,1
1985,2021-06-21,1504,34.25,1,12:17:24.387,1
1986,2021-06-21,1504,34.25,14,12:17:24.465,2
1987,2021-06-21,1504,34.3,1,12:17:25.411,1
1988,2021-06-21,1504,34.25,1,12:17:25.759,2
1989,2021-06-21,1504,34.25,1,12:17:27.211,1
1990,2021-06-21,1504,34.25,1,12:17:27.312,1
1991,2021-06-21,1504,34.25,2,12:17:27.347,1
1992,2021-06-21,1504,34.25,1,12:17:27.533,1
1993,2021-06-21,1504,34.25,1,12:17:27.685,1
