,date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
305,2021-07-02,2330,19633718,11562140245,590.0,593.0,587.0,588.0,-5.0,24056
306,2021-07-05,2330,30274105,17957255325,588.0,597.0,588.0,591.0,3.0,21836
307,2021-07-06,2330,13830591,8185167307,595.0,596.0,589.0,592.0,1.0,15751
308,2021-07-07,2330,17329148,10250342169,590.0,594.0,588.0,594.0,2.0,18023
309,2021-07-08,2330,21596183,12733045117,595.0,595.0,588.0,588.0,-6.0,23352
310,2021-07-09,2330,30602492,17821338170,582.0,585.0,580.0,584.0,-4.0,51232
311,2021-07-12,2330,33011596,19612592644,595.0,597.0,590.0,593.0,9.0,28636
312,2021-07-13,2330,54894335,33158730436,600.0,608.0,599.0,607.0,14.0,60121
313,2021-07-14,2330,39670241,24276719505,613.0,615.0,608.0,613.0,6.0,43173
314,2021-07-15,2330,23057868,14117908308,613.0,614.0,608.0,614.0,1.0,29913
315,2021-07-16,2330,61882128,36562482701,591.0,595.0,588.0,589.0,-25.0,86192
